label,text
NO_PRETOX_REL,"ophthalmologic changes in Drug Level Determinations : On day 0 , the mean maximum plasma concentration ( C , , ) values of COMPOUND_XXX were 512,3680 , and 10800 r - g / ml in males given 40,160 , and 400 mg / kg / day , respectively ."
PRETOX_REL,"In the teeth , degeneration and decreased iron content in ameloblasts were noted in the incisors at all doses after 14 weeks of dosing , and were similar at 50 mg / kg and more severe at 25 mg / kg after 26 weeks of dosing ."
NO_PRETOX_REL,"11 ) Based on these results , the non-toxic doses of COMPOUND_XXX BASE were considered to be 15 mg / kg / d for males and 5 mg / kg / d for females in this study ."
NO_PRETOX_REL,"XXXXX ) was administered orally by gavage as solutions in Purified Water , USP , to three groups of male and female Cynomolgus monkeys ( 4 or 6 / sex ) twice daily ( approximately 6 hours apart ) to result in total daily doses of 15 , 30 and 80 mg / kg / day ."
NO_PRETOX_REL,Blood samples were collected during days 1 - 2 and towards the end of the study for toxicokinetic analyses .
NO_PRETOX_REL,Conclusions The daily dermal administration of COMPOUND_XXX over 4 weeks in minipigs was tolerated without adverse effects at all doses up to the maximum tested of 30 mg / kg .
NO_PRETOX_REL,"The purpose of this 13 - week dermal toxicity study in minipigs was to determine the chronic systemic and local toxicity of COMPOUND_XXX Nail Lacquer at different concen - trations of terbinafin hydrogen malate after an once - weekly dermal application , to investigate the reversibility of any treatment - related effects and to support clinical trials in man ."
PRETOX_REL,"In the prostate alterations included atrophy and single cell necrosis and in the small intestine diffuse hypertrophy / hyperplasia of the mucosa , inflammatory cell infiltration , single cell necrosis and vacuolation ."
NO_PRETOX_REL,The reasons for the increase in the dose were stated by amendment n ° 3 of the protocol .
NO_PRETOX_REL,"In conclusion , COMPOUND_XXX was tolerated dermally at dosage levels up to 270 mg / kg / day for four weeks as either a daily dose or a twice weekly dose administration to CD - 1 mice ."
PRETOX_REL,"Although the observations of degenerative changes in nerve would generally be regarded as significant liabilities for a new drug candidate , the findings are considered less relevant for this class of molecules ."
PRETOX_REL,"Liver enzyme activities [ extended panel ] : In treated male animals a slight decrease of ALD , GS - T and GLU - T activities was observed in male animals ."
NO_PRETOX_REL,"COMPOUND_XXX was detected in 0.5 h plasma samples of 21 out of 28 dogs on Day I , and in all 0.5 h plasma samples except 2 on Week 52 ."
NO_PRETOX_REL,The difference is of small magnitude and as there was no similar finding for males its relationship to treatment was regarded as uncertain .
NO_PRETOX_REL,There were no macroscopic findings at doses ≤ 20 mg / kg / day .
PRETOX_REL,The decreases observed in the food consumption correlated with the body weight losses described above .
PRETOX_REL,"In the bone , a minimal to moderate decrease of the subphyseal spongiosa was noted , in females accompanied by a minimal decreased size of the physes ( due to a minimally decreased size of the hypertrophic zone ) ."
NO_PRETOX_REL,Toxicokinetic ( TK ) data analysis revealed that animals were generally exposed until 24 hours after administration of the test item .
NO_PRETOX_REL,"Blood samples were collected on days 0 , 34 and 91 and analysed for the parent compound at 0.5 h , 1 h and 2 hrs and for the active species , Ganciclovir , at 2 hrs , 5 hrs and 24 hrs after dosing ."
PRETOX_REL,"Microscopically , these findings correlated with a marked to severe purulent pleuropneumonia and a moderate chronic adhesive pericarditis ."
NO_PRETOX_REL,No peak corresponding to the test compound appeared in the chromatograms of the control group samples .
NO_PRETOX_REL,"As far as the volume , density , pH , protein , glucose , blood , bilirubin , ketone bodies , urobilinogen , and creatinine are concerned , no appreciable differences were detected between the controls and the animals in the treatment groups up to and including group Ul ."
NO_PRETOX_REL,"XXXXX ) was administered once weekly by intravenous injection as a solution in vehicle ( 20 % propylene glycol / 80 % 0.1 M lactic acid and 4.3 % mannitol ) to 3 groups ( 10 - 12 / sex / group ) of male and female Han Wistar rats at doses of 0.3 , 1.0 and 3.0 mg / kg for at least 13 weeks ."
NO_PRETOX_REL,"In this study , four minipigs per sex assigned to four groups of one male and one female per group , were administered COMPOUND_XXX ( patches , batch no ."
PRETOX_REL,"In skin and oral mucosa , minimal to mild focal lesions like necrosis , ulceration , inflammation or acanthosis was observed in all dose groups , including one recovery animal ."
NO_PRETOX_REL,"However , the appearance of the lesion was not noticeably different from the primary necropsy ( i.e. , neither progression nor resolution of the lesion was evident at the time of the recovery necropsy ) ."
PRETOX_REL,Menstrual bleedings occurred in females from all treatment groups .
PRETOX_REL,"Test article - related microscopic observations were present in spleen ( decreased extramedullary hematopoiesis ) in females only at 30 mg / kg , thymus ( decreased cortical lymphocyte population ) in females only at 30 mg / kg , and thyroid ( decreased colloid and an increased cytoplasmic vacuolation of the follicular epithelial cells ) in females at 30 mg / kg and males at doses ≥ 10 mg / kg ."
PRETOX_REL,Skeletal muscle necrosis and degeneration / regeneration were present at 400 mg / kg / day with m inimal degeneration / regeneration ( sternum ) present at 160 mg / kg / day .
PRETOX_REL,"For male animals : 9 , 3 , 5 , 3 , 4 died in Groups I - V , respectively ; for female animals : 4 , 3 , 1 , 2 , 1 died in Groups I - V , respectively ."
PRETOX_REL,Slight increases in erythrocyte count and hemoglobin were seen in the females administered 600 mg / kg / day .
PRETOX_REL,CONCLUSIONS The microscopic examination leads to the conclusion that the subcutaneous implantation of placebo COMPOUND_XXX microparticles in the selected doses induces tissue changes at the implantation site .
PRETOX_REL,"Conclusions Single or triple intermittent ( i.e. every 2 weeks ) intravenous treatment of male and female rats with 50 , 100 and 200 μg / kg COMPOUND_YYY caused findings in organs of the hematopoetic and lymphatic system at the low dose and higher ."
NO_PRETOX_REL,No differences were seen in the pregnancy length and in the pregnancy index ( ratio between females with live births and pregnant females ) between treated and control groups .
NO_PRETOX_REL,"Based on the results of this study , the toxicological profile of COMPOUND_XXX was therefore , not altered by preparation of the compound using a new route of chemical synthesis"
PRETOX_REL,"At necropsy , mean absolute and relative liver weights were increased by 18 to 28 % in both sexes , the effect being more pronounced in females than in males ."
NO_PRETOX_REL,"The study was designed to establish a no - toxic - effect level , to estimate the toxicokinetic profile , and to estimate the potential for reversal of any toxic effects within a 4 - week postdosing phase ."
PRETOX_REL,Minimally prolonged activated partial thromboplastin times in animals receiving 1.0 mg / kg / occasion were considered to be biologically inconsequential .
PRETOX_REL,"Conclusion / Comments : Strong evidence of phospholipidosis ( based on histomorphological changes noted in lungs , spleen and liver ) at 170 mg base / kg and hepatic enzyme changes ( induction and / or inhibition ) from 60 mg base / kg ."
NO_PRETOX_REL,Interim sacrifices on days 3 and 7 were performed to investigate the time course of effects of the test item .
NO_PRETOX_REL,Electron microscopic evaluation of heart and skeletal muscle tissue from treated animals showed the same ultramorphology of all cellular organelles as the corresponding control animals .
PRETOX_REL,Vomiting and fecal abnormalities were not considered to be toxicologically significant because of low incidence and frequency and transient nature .
NO_PRETOX_REL,The characteristic pharmacokinetic behavior of COMPOUND_XXX with a very long terminal elimination half - life is indicative of a combination of a low clearance and a large apparent volume of distribution of the substance .
PRETOX_REL,"A single follicular cell adenoma was observed in one male at 75 mg / kg following a 4 - week recovery period , which was of uncertain relationship to treatment with COMPOUND_XXX given the rare occurrence of this lesion in Han Wistar rats of this age cohort ."
PRETOX_REL,"At 100 mg / kg / day , samples from the kidney outer medulla were examined in electron miroscopy and compound - related ultrastructural changes were noted in the descending thin limb of the loop of Henle ( cell regeneration ) in the inner stripe of the outer medulla , the thick ascending limb of the loop of Henle ( cell degeneration / necrosis , increase in lysosomes number containing laminated membrane structures ) in the outer medulla ( both inner and outer stripes ) , in the outer medullary collecting ducts ( cell degeneration / necrosis ) , myelin figures ) and in the inner medullary collecting ducts ( myelin figures ) ."
NO_PRETOX_REL,Sperm analysis was conducted in toxicokinetic study male rats after at least 4 weeks of treatment ( 8 males / group ) and at the end of the recovery period ( 4 males / group ) .
NO_PRETOX_REL,COMPOUND_XXX is a partial agonist at serotonin type - 4 ( 5 - HT4 ) receptors present in the gastrointestinal tract ( GIT ) and is proposed for the oral treatment of irritable bowel syndrome ( IBS ) .
NO_PRETOX_REL,Alkaline phosphatase activities for the other female groups and all groups of treated males were comparable with those of the controls .
NO_PRETOX_REL,"After once weekly dosing for at least 13 weeks , exposure to COMPOUND_XXX and YYYYY was similar to the exposure after a single dose in female rats , but after multiple doses there was an increase in exposure to both analytes in male rats ."
PRETOX_REL,"Moribund necropsied animals showed lacrimation , hypothermia or prostration on the day of necropsy ."
PRETOX_REL,Clinical Observations Pale faeces were noted under the cages of males and females receiving 2500 or 5000 mg / kg / day ( Groups 4 and 5 ) from Week 6 .
PRETOX_REL,Decreases in body weight parameters were partially reversible in males and females during the 4 - week recovery period and decreases in food consumption were reversible in males only .
PRETOX_REL,"Slight to moderate anemia with decreased reticulocyte counts and a moderate decreases in white blood cell count , mainly due to decreased neutrophiles was seen in all animals from day 7 ."
PRETOX_REL,The lesion was characterized by the presence of globular structures within the endoneurium composed of axonal debris covered with degenerating myelin sheath ( ellipsoids ) .
NO_PRETOX_REL,In the high dose group the change was more pronounced .
NO_PRETOX_REL,"By week 22 , COMPOUND_XXX AUC < 0_24 > values were 6612 , 27382 and 158843 ng · h / mL for males and 8284 , 39768 and 241388 ng · hlmL for females at 5 , 15 and 50 mg / kg / day , respectively ."
PRETOX_REL,"During the treatment phase , there were no clinical signs observed that could be attributed to administration of COMPOUND_XXX , with the exception of injection site irritation which occurred in males at 0.6 mg / kg / day and females at doses ~ 0.2 mg / kg / day ."
NO_PRETOX_REL,Details can be taken from the pathology report in the appendix of the report .
PRETOX_REL,Fibrinogen was increased at week 5 but not 13 ( males at doses ≥ 0.2 mg / kg ; females at doses ≥ 0.6 mg / kg ) and was of uncertain toxicological significance .
NO_PRETOX_REL,"Clinical observations , body weight and food consumption determinations were performed on all groups ."
NO_PRETOX_REL,There were no clear test article - related changes in the peripheral blood red cell parameters to correlate with test article - related effects noted in the bone marrow .
NO_PRETOX_REL,"Conclusion COMPOUND_XXX ( COMPOUND_XXX ) was administered orally by gavage once daily for 14 and 26 weeks to female SD rats at doses of 10 , 25 , or 50 mg / kg ."
NO_PRETOX_REL,"Before the next application , about 60 to 30 % of the treated area was still covered with test or reference item on most occasions ."
PRETOX_REL,"These tissue changes exhibited an unspecific reaction of the subcutaneous connective tissue to the microparticle depots , aiming at degradation and resorption of the implanted material ."
PRETOX_REL,"Many of the other above mentioned effects ( decreased ovary weight , histological findings in ovaries ) are considered to be due to the endocrine action of the compound ."
PRETOX_REL,The degenerative testicular changes at doses ~ 15 mg / kg / day were probably due to the perturbation of signal transduction pathways that are dependent on tyrosine kinases .
NO_PRETOX_REL,"Since the RO number of the test article administered to the animals and measured in plasma has the same extension ( - 000 ) , the test article is , hereafter , referred to as COMPOUND_XXX ."
PRETOX_REL,This animal had to be sacrificed prematurely in week 3 of the study .
NO_PRETOX_REL,A fourth group of dogs ( 1 / sex ) received 0.5 % HPMC and served as control .
NO_PRETOX_REL,"Hematology , biochemistry and urinalysis examinations were performed on all animals ."
PRETOX_REL,"Red discoloration of mesenteric lymph nodes at doses t 100 mg / kg / day corresponded microscopically to hemorrhage , angiectasis or erythrophagocytosis within the medullary sinuses of the affected lymph nodes of treated males and females , at doses t 30 mg / kg / day ."
PRETOX_REL,In addition wet matted fur as consequence of the observed increased sialorrhea was noted at several locations followed by thinning of fur / hair loss in high dose animals .
NO_PRETOX_REL,Clinical Chemistry : No treatment related - changes were noted .
NO_PRETOX_REL,"At terminal and recovery necropsies , organ weights were collected and a comprehensive list of tissues were preserved for histopathological evaluation ."
NO_PRETOX_REL,"peak plasma concentrations in males were 199 ± 63 ng / m1 , 448 ± 222 ng / ml and 1090 ± 591 ng / ml for 5 , 15 and 70 mg / kg / day respectively ."
NO_PRETOX_REL,"On Day 1 , Day 3 and Day 59 of the study all animals were administered with COMPOUND_XXX ( Batch no ."
PRETOX_REL,"In conclusion , treatment of rats for four - weeks with COMPOUND_XXX prepared by the old and new synthetic routes , produced similar microscopic findings in the bones and joints ."
NO_PRETOX_REL,"The reference item ( as hydrochloride salt ) , batch No. 3 ( Labjournal ID : E-11502-058 ) , was dissolved in 80 mM sodium citrate buffer and administered to two groups each of 20 male rats at dosages of 5 and 15 mg base / kg / day and a dosage volume of 5 mL / kg , once daily , 7 days a week , for 2 or 4 weeks ."
NO_PRETOX_REL,"At the initiation of dosing , animals were approximately 10 - 11 months of ages and weighed 7.9 to 9.3 kg for males and 5.5 to 7.5 kg for females ."
PRETOX_REL,There were reductions in body weight gain at 0.6 mg / kg .
PRETOX_REL,"Due to the lack of findings in the mammary gland , and only slight effects being observed in the prostate and on food consumption , the NOAEL in male rats was deemed to be 0.1 mg / kg / day ."
NO_PRETOX_REL,The severity of most alterations was dosage - dependent .
PRETOX_REL,Hepatic effects were predominant throughout all groups and progressed from histologic evidence at the lowest dose ( 30 mg / kg / day ) to clinical pathology findings and gross necropsy findings at the mid-dose ( 200 mg / kg / day ) and the high dose ( 600 mg / kg / day ) .
NO_PRETOX_REL,Hematology and clinical chemistry revealed no treatment - related findings .
NO_PRETOX_REL,- No positive effect of the 1 - day wash - out period when compared to the other previous studies .
NO_PRETOX_REL,"Blood samples were collected from animals at approximately 0.5 , 1 , 2 , 6 and 24 hours postdose on days 1 - 2 and 14 - 15 for toxicokinetic analysis ."
NO_PRETOX_REL,"Based on the study outcome , for males the NOEL was considered to be 2 mg / kg / day ; for females the NOAEL was considered to be 2mg / kg / day ."
PRETOX_REL,"In conclusion , under the conditions of the study , COMPOUND_XXX administered orally via gavage to rats for at least two weeks produced decreases in body weight and food consumption at all doses , clinical pathology alterations at doses t 100 mg / kg / day and microscopic findings in the mesenteric lymph node and ovary at all doses ."
NO_PRETOX_REL,No macroscopic findings alterations were present in 20 mg / kg .
NO_PRETOX_REL,"Microscopic examinations were performed on all gross lesions , protocol - specified tissues from all nonrecovery animals , liver from recovery males and females and kidneys from recovery females ."
PRETOX_REL,"Clinical signs seen following treatment with 1000 mg / kg / day COMPOUND_XXX included reddened and swollen hindpaws in all animals at this dose , with a mean onset for this finding of Day 20 in males , and Day 23 in females ."
NO_PRETOX_REL,There were no COMPOUND_XXX - related effects on clinical signs .
NO_PRETOX_REL,"These findings were fully reversed in recovery animals for adrenal , bone and bone marrow and partially reversed for ovary , lung , Harderian gland and mesenteric lymph node ."
NO_PRETOX_REL,A similarly constituted group received untreated diet and acted as a control .
PRETOX_REL,"However , even in the - dose groups which developed severe hypercalcemia no organ toxic effect other than the expected indirect effect on the kidneys was observed ."
NO_PRETOX_REL,"The identity of the test compound ( COMPOUND_XXX , batch XXXXX ) in the test - article preparations used in the study was proved by its retention time , which was similar to that of the reference compound ."
PRETOX_REL,"Erythrocyte changes occurred at 75 mg / kg and they were consistent with the erythroid changes observed during bone marrow cytological evaluation ; further , the erythrocyte changes may be related to presence of increased haemosiderin in the spleen ."
NO_PRETOX_REL,"The study was designed to establish a no observable adverse effect level ( NOAEL ) and a maximal tolerated dose ( MTD ) , to estimate the toxicokinetic profile , and to estimate the potential for reversal of any toxic effects within a 4 - week post dosing phase ."
PRETOX_REL,"However , a reduced mean body weight gain of 1.9 g / day compared to 3.0 g / day in the control group was observed between Days 1 - 8 and of 1.9 g / day compared to 2.7 g / day in the control group between Days 8 - 15 ."
PRETOX_REL,"Following a 4 - week recovery period , microscopic changes were completely reversed , and thymus weights were increased in COMPOUND_XXX - treated animals relative to controls ( likely a compensatory effect ) ."
NO_PRETOX_REL,Additional control and high dose animals ( 4 - 6 / sex / group ) served as recovery animals for a 4 - week recovery period .
NO_PRETOX_REL,"Animals were subjected to daily observations for 22 days , weekly determination of body weights , twice weekly determination of food consumption , and determination of skin irritation just before removal of the test items ."
PRETOX_REL,Hydrometra was present in several animals .
NO_PRETOX_REL,"The No Observed Effect Level in this study was 150 ppm in both sexes , equating to approximately to 26 mg / kg / day in males and 31 mg / kg / day in females ."
NO_PRETOX_REL,Systemic exposure to COMPOUND_XXX was evident from the detectable plasma levels in the toxicokinetics groups .
PRETOX_REL,"The dose of 3 mg / kg / day resulted in some treatment - related findings in the lymphoid system , female reproductive tract and thyroid gland of some rats ."
PRETOX_REL,"Compound - related microscopic changes were present at doses ≥ 10 mg / kg and included bone marrow atrophy ( females at doses ≥ 10 mg / kg , males at ≥ 30 mg / kg ) , increased pigment in the spleen ( both sexes at doses ≥ 10 mg / kg ) , thyroid follicular hypertrophy ( doses ≥ 10 mg / kg ) , thymic atrophy ( doses ≥ 30 mg / kg ) , increases in the frequency of oestrus phase of cycle ( 75 mg / kg ) , erythrophagocytosis of the mesenteric lymph node ( 75 mg / kg ) , lymphoid atrophy ( doses ≥ 30 mg / kg ) , atrophy of the male mammary gland ( doses ≥ 30 mg / kg ) ."
NO_PRETOX_REL,A control group of 10 male and 10 female mice similarly received untreated diet as the reference item .
NO_PRETOX_REL,"Based on maximum concentrations and the limited number of samples above LLOQ , systemic exposure increased with increasing dose and with the time period of treatment ."
PRETOX_REL,Discoloration of the skin or fur was frequently apparent among treated animals and increased incidences of hairloss were seen in males receiving 10 / 100/75 mg / kg / day .
NO_PRETOX_REL,"Clinical pathology ( hematology including hemostasis , clinical chemistry and urinalysis ) assessments were conducted on blood and urine samples collected ( all groups ) , during weeks 5 , at study termination and at the end of the recovery period ."
NO_PRETOX_REL,There was generally a dose - proportional increase in exposure after a single dose and after multiple administrations at the two lower doses .
NO_PRETOX_REL,"Potentially , this is due to the low number of animals used in this study ."
PRETOX_REL,"A pharmacological effect of COMPOUND_XXX on its target c - kit receptor is reflected in the inhibition of mast cells , myofibroblasts , and macrophages , particularly in the bladder ."
PRETOX_REL,"At the end of the 26 - week dosing period , mean body weight was reduced in males by 4.7 , 11 and 15 % at doses of 10 , 30 and 75 mg / kg respectively , relative to concurrent controls ; mean body weight gain was reduced in males by 10 , 19 and 29 % at doses of 10 , 30 and 75 mg / kg and in females by 13 % at 75 mg / kg , relative to concurrent controls ."
PRETOX_REL,"Additional alterations at 180 mg / kg included infiltration with macrophages in various tissues ( subcutaneous tissue , adipose tissue around preputial glands and prostate ) , subcutaneous edema , accumulation of histiocytes in subcutaneous lymph nodes , accumulation of alveolar macrophages in the lung ( frequently accompanied by purulent inflammation ) , bile duct and oval cell hyperplasia with peribiliary fibrosis and macrophage infiltration , vacuolation of bile duct epithelial and sinusoidal lining ( Kupffer ) cells and intravascular accumulation of macrophages in the liver ."
NO_PRETOX_REL,Conclusions The oral in feed administration of COMPOUND_XXX to male mice for 4 weeks was well tolerated at 60 mg / kg / day based on in - life observations and histopathological examination of small intestine .
PRETOX_REL,"Slightly low red blood cell parameters ( haemaglobin concentration , red blood cell count , haematocrit and calculated red blood cell indices ) , white blood cell count ( differential counts for lymphocytes , eosinophils and basophils ) and high reticulocyte counts ( males only Week 13 ) were also observed in animals receiving 0.5 mg / kg / occasion during the treatment period when compared with the Controls ."
NO_PRETOX_REL,Conclusion Repeated oral administrations of 5 mg / kg / d COMPOUND_XXX over 14 days were clinically tolerated and did not induce adverse organ alterations in dogs .
NO_PRETOX_REL,The findings without histopathological correlates are therefore considered to be of no toxicological relevance .
NO_PRETOX_REL,The purpose of this 4 week intraperitoneal exploratory toxicity study in mice was to reproduce cardiotoxicity of COMPOUND_XXX which was seen electron microscopically in mice treated intraperitoneally with the test item .
NO_PRETOX_REL,Rats in all treated groups were exposed to COMPOUND_XXX and measurable concentrations were observed in all treated animals at all time points .
NO_PRETOX_REL,The findings can be summarized as 800 follows : There were no differences in plasma concentrations attributable to gender .
PRETOX_REL,Discoloration ( whiteness or whitish band ) of the incisors was observed at all doses from Week 3 to the end of dosing period .
NO_PRETOX_REL,"Following a 4 - week recovery period , M : E ratios in animals at 1.2 mg / kg were comparable to vehicle controls , indicating reversibility ."
PRETOX_REL,"In females at doses ~ 5 mglkg / day , chromodacryorrhea and an increased incidence and / or frequency of chromorhinorrhea as compared to controls was observed ."
NO_PRETOX_REL,No compound - related biochemistry or urinalysis changes were present .
NO_PRETOX_REL,No difference in exposure to COMPOUND_XXX was observed between days 22 - 23 and days 1 - 2 .
NO_PRETOX_REL,Analysis of plasma concentrations of COMPOUND_XXX in the groups dosed daily with COMPOUND_XXX indicated that all animals were exposed to the drug .
NO_PRETOX_REL,There were no clinical signs which indicated systemic effects of the test or reference item .
NO_PRETOX_REL,After repeated daily intragastric administration to Cynomolgus monkeys COMPOUND_XXX tended to accumulate .
PRETOX_REL,"In the ovary , minimal cytoplasmic vacuolation of interstitial cells was detected in one rat at 3 mg / kg , a mild degree was seen in four rats at 10 mg / kg and a moderate degree in all 5 rats at 30 mg / kg ."
NO_PRETOX_REL,The mean systemic exposure ( AUC ( 0 - tiast ) ) of COMPOUND_XXX did not increase over the treatment period of 4 weeks ( steady state ) compared to day 1 ( single dose ) in all dose groups .
NO_PRETOX_REL,"However , this finding was reversible at the end of the recovery period ."
PRETOX_REL,Grossly there was yellow discoloration of pinnae of the ears and xiphoid cartilages in all animals .
NO_PRETOX_REL,There was no consistent difference in exposure between male and female rats at the lower doses and a trend towards higher exposure in female rats compared to male rats was present at 75 mg / kg .
NO_PRETOX_REL,The exposure was generally proportional to dose in the 5 - 70 mg / kg / day range .
NO_PRETOX_REL,"Conclusions The daily intragastric administration of COMPOUND_XXX at dose levels of 5 , 15 and 50 mg / kg body weight led mainly to pharmacological effects at the low dose ."
PRETOX_REL,"Moreover , the slight alterations in hematological , blood chemical and bone marrow parameters observed from the low dose of 4 mg / kg COMPOUND_XXX onwards can also be considered as well known signs of estrogenicity in the monkey species ."
NO_PRETOX_REL,"As can be seen from the table , no ocular changes were detected up to and including group ill ."
PRETOX_REL,- minimal to moderate necrosis of lymphoid follicles in the tonsils beginning at group I - minimal to slight atrophy of lymphoid follicles of the ileum beginning at group II - minimally to slightly increased number of granulocytes in the sternum beginning at group II and in the bone marrow cylinders beginning at group | The teeth showed : - minimal to slight altered dentin composition beginning at group II The large intestine showed : - minimally to slightly increased number of goblet cells beginning at group II The skin showed : - dose - dependant moderate to marked alopecia / degeneration of hair follicles beginning at group I .
NO_PRETOX_REL,"COMPOUND_XXX , batch XXXX , was administered to groups of 10 male and 10 female main study mice at dosages of 30 , 100 and 300 mg!k : g / day ad libitum in the diet ."
NO_PRETOX_REL,"The purpose of this nonclinical laboratory study was to establish the toxicologic effects of COMPOUND_XXX , a signal transductase inhibitor , when administered orally to dogs for 2 weeks ."
NO_PRETOX_REL,There was no indication of dermal intolerance to either of the test items or vehicle .
NO_PRETOX_REL,The effects were dose - and timedependent and were observed after treatment with both test - items .
PRETOX_REL,"The occurrence of a thyroid follicular adenoma in one male at 75 mg / kg , following a 4 - week recovery period , was of uncertain relationship to treatment with COMPOUND_XXX , given the rare frequency of this lesion in Han Wistar rats of this age cohort ."
NO_PRETOX_REL,XXXXX was administered in sterile water for injection at a constant dose volume of 5 mL / kg .
NO_PRETOX_REL,Systemic exposure ( AUC ?
NO_PRETOX_REL,The AUC < 0_24 ) increases ranged from 3.4 to 5 times for the males and from 1.8 to 3.4 times for the females .
NO_PRETOX_REL,The uniformity of the dosing formulations was confirmed .
NO_PRETOX_REL,"Post mortem examination revealed kidneys , liver , reproductive , hematopoietic and immunologic organs as primary targets of toxicity ."
NO_PRETOX_REL,There were no gross changes in the disposition of COMPOUND_XXX with repeated dosing except at the 800 where some accumulation appeared to occur .
NO_PRETOX_REL,Conclusions After the implantation of the ELEMENT_XXX ( release rate : 5.5 μg / day COMPOUND_XXX ) over 4 weeks in cynomolgus monkeys no signs of systemic toxicity were observed .
NO_PRETOX_REL,"Following the 4 - week recovery , mean body weight was slightly recovered in males ."
NO_PRETOX_REL,Six additional animals / sex were assigned to the control and high dose groups and served as recovery animals for a 4 week recovery period .
NO_PRETOX_REL,All other treatment - related findings were noticed in nearly the same organs and with the same extent of severity as in main kill animals .
PRETOX_REL,"These included hyperplasia of neck cells in the stomach , and degeneration of the tubules and interstitial fibrosis in the kidney ."
NO_PRETOX_REL,"Following the dosing period , 10 animaldsexlgroup were scheduled for the primary necropsy ."
NO_PRETOX_REL,"As can be seen from the table , no ocular changes were detected up to and including group Ill. e. Body weights The data on individual body weights and on the mean body weights per group and sex with standard deviations and on the mean body weights per group separately for each sex and for both sexes together are presented in the appendix of the report ."
NO_PRETOX_REL,"For those high - dose animals surviving through the end of the recovery duration , most of the test - article related effects had shown a complete recovery ."
NO_PRETOX_REL,Discussion A no effect level could not be determined in this study .
NO_PRETOX_REL,2
NO_PRETOX_REL,All affected parameter except skin and cornea findings normalized or showed tendency towards normalization after 4 weeks of recovery .
PRETOX_REL,Three females with bone fracture at 50 mg / kg were necropsied between Weeks 5 and 15 for humane reasons .
NO_PRETOX_REL,"Compound related macroscopic findings observed in male and female rats sacrificed at the end of the 4 - week treatment period ( K0 ) and the subsequent 4 - week treatment free recovery period ( R1 ) are summarized in Table 4 Organ 10 10 6 6 10 10 6 6 10 10 6 6 10 10 6 6 In other organs , differences in group mean absolute and / or relative weights between control and treated groups achieved no statistically significance and were regarded as not compound - related as they were minimal and unaccompanied by correlated morphological findings ."
NO_PRETOX_REL,Results Formulation analysis revealed that the dose groups received the anticipated concentrations and no test material was detected in the control formulations .
NO_PRETOX_REL,COMPOUND_XXX is a potent inhibitor of the Bcr - Abl tyrosine kinases ; foreseen primarily in the treatment of chronic myeloid leukemia .
NO_PRETOX_REL,"The mean male , mean female and overall mean plasma concentrations are shown graphically in F 1 - 3 ."
PRETOX_REL,The decrease in food consumption as well as vomiting after the high dose is suspected as beginning general intolerance .
NO_PRETOX_REL,"Clinical signs , body weights , estimated food consumption determinations , ophthalmoscopic and electrocardiographic examinations , blood pressure measurements , and clinical pathology assessments ( hematology , clinical chemistry , urinalysis ) were performed on all groups ."
NO_PRETOX_REL,No treatment - related clinical signs were observed in the main group animals .
NO_PRETOX_REL,Three males receiving 50 mg / kg / day and two males and one female receiving 75 mg / kg / day died or were killed for humane reasons .
NO_PRETOX_REL,"Therefore , the patients should not experience prolonged or repeated episodes of hypoglycemia that are necessary for development of the degenerative changes ."
PRETOX_REL,The relevance of the decreased liver weight in high dose males at the end of the treatment period is unclear .
PRETOX_REL,There was bright yellow urine in the bladder .
NO_PRETOX_REL,"Dogs were constituted within 4 different groups receiving oral doses of placebo ( control group , group 1 ) , 5 ( group 2 ) , 15 ( group 3 ) and 60 or 70 ( group 4 ) mg / kg / day for 52 weeks ."
NO_PRETOX_REL,Tissues with high mitotic activity are a known target for compounds of this class .
NO_PRETOX_REL,The mean values of these groups on day 5 were 2 - 4 % lower than those at the beginning of the treatment .
NO_PRETOX_REL,A reversal of these changes was observed during the recovery period .
NO_PRETOX_REL,"The purpose of this nonclinical laboratory study was to establish the toxicologic effects of COMPOUND_XXX , a potent inhibitor of the Bcr - Abl tyrosine kinases , foreseen primarily in the treatment of chronic myeloid leukemia , when administered to dogs for 4 weeks ."
PRETOX_REL,The decrease in erythron mass and altered erythroid indices were attributed to a recrudescence of the Plasmodium sp causing increased red cell parasitism and destruction .
NO_PRETOX_REL,"Two patches were applied at each dosing in groups 1 , 3 and 4 , and one patch was applied in group 2 ."
PRETOX_REL,"Other signs observed only in the Mid-High and High dose groups were excessive grooming , decreased locomotor activity , ataxia and flattened body position ."
NO_PRETOX_REL,"In hematology including coagulation , clinical chemistry and urinalysis no treatment - related alterations were seen ."
PRETOX_REL,"In addition , hypertrophy of acinar cells in salivary and lacrimal glands were observed from the low dose upwards ."
NO_PRETOX_REL,Blood samples for toxicokinetics were taken on the first day of dosing and in week I3 and 26 of dosing .
PRETOX_REL,"Urinalysis revealed a decrease in urinary volume accompanied by an increase in the urine specific gravity and urine creatinine concentrations , and a mild increase in urinary protein , urobilinogen and total leukocytes ."
NO_PRETOX_REL,"These findings were consistent with those from earlier toxicity studies with COMPOUND_XXX , occurred with similar incidence and severity between the two synthetic lots , and were associated with a similar toxicokinetic profile ."
NO_PRETOX_REL,COMPOUND_XXX and COMPOUND_ZZZ were detected in all treated animals indicating that the dogs were exposed to the compounds ( parent and its metabolite ) suggesting drug absorption at all dose levels .
